Addictive Behavior,History of drug or alcohol abuse or dependence
Addictive Behavior,Ingestion of alcohol within 1 week of the first dose of study medication.
Addictive Behavior,Recent history of drug and/or alcohol abuse
Addictive Behavior,Recent history of drug or alcohol abuse.
Addictive Behavior,Subject consumes more than 3 alcoholic beverages per day
Addictive Behavior,Subject consumes more than 6 caffeinated beverages per day
Addictive Behavior,Active substance abuse or dependence
Addictive Behavior,Active substance abuse or illegal drug use.
Addictive Behavior,Active substance abuse.
Addictive Behavior,Subject has a recent history (within the past 6 months) of suspected substance abuse or dependence disorder (excluding nicotine)
Addictive Behavior,Substance abuse
Addictive Behavior,Substance abuse or dependence within the past 3 months  except for nicotine
Addictive Behavior,Have a history of drug abuse in the past 2 years and/or positive finding on urinary drug screening  other than prescribed medication.
Addictive Behavior,History of drug abuse or use of illegal drugs: soft drugs (marijuana) within 3 months prior to the screening visit or hard drugs (cocaine  PCP  crack) within 1 year prior to the screening visit or positive urine drug screen at screening
Addictive Behavior,Recent history of drug abuse or use of illegal drugs: soft drugs (marijuana  pot) use within 3 months of the screening visit and hard drugs (cocaine  PCP  crack) use within 1 year of the screening visit
Address,Residing in Bandiagara for the duration of the study
Address,Residence in skilled nursing facility
Address,Subjects living too far from participating center or unable to return for follow-up visits
Address,All patients presenting to Mayo Clinic  Jacksonville  Florida for a screening  surveillance colonoscopy  and/or a diagnostic and surveillance upper endoscopy  will be eligible based on inclusion and exclusion criteria
Address,Live within 10 miles of UCLA
Address,Patient who live and can be located in the Kintampo District.
Address,Reside within zip codes corresponding to the lowest performing schools in the broad Miami area
Address,Residing in Lambarene for the duration of the study
Address,Living in an area where Arthritis Foundation aquatic programs were offered
Address,A rural population in the middle belt of Ghana
Address,Eligible patients will be offered entry into the study on the day of the procedure in the hospital GI or Mayo Clinic Jacksonville endoscopy suites.
Age,Inclusion Criteria: Inborn at Brigham and Women's Hospital  Boston
Age,Inclusion Criteria: Healthy men or women 18 years of age or older
Age,Inclusion Criteria: Male & Females aged 65 and older
Age,Inclusion Criteria: Male and female outpatients 18 years of age or older.
Age,Inclusion criteria: Male and female patients aged above ten years.
Age,Inclusion Criteria: Male and female subjects must be at least 45 years old at the time of consent.
Age,Inclusion Criteria: Male or female 12-70 years of age (inclusive).
Age,Inclusion Criteria: Men and women >= 18 years of age
Age,Inclusion Criteria: Men or women aged 60-85  inclusive
Age,Key Inclusion Criteria: Female and male subjects must be 18 to 65 years of age
Age,Men or women ages greater than or equal to 55 years
Age,Inclusion Criteria: all patients above 18 years
Age,Inclusion Criteria: Male or female subjects 18 to 65 years inclusive.
Age,Age group 6-25 years.
Age,Inclusion Criteria: 18 and 45 years
Age,Must be 18 or over
Age,Any subject over 18 years of age 
Age,18- 45 years old
Age,18 years of age and older
Age,18 years of age or older
Age,18 years of age.
Age,18 years or older
Age,18-80 years of age
Age,Patients must be in the age range of 40 to 80 years.
Age,age < 18 years
Age,age < 21
Age,Age <18 years or >80 years
Age,age = or > than 70 years
Age,Age > 18 years
Age,Age > 18 years.
Age,Age > 60 years
Age,Age >18years
Age,Age >4.0 to <10.0 years
Age,Age >= 18 years
Age,Age  >= 6 years.
Age,Age 18 - 80 Years
Age,age 18 to 65 years
Age,age 18-65 years
Age,Age 21 to 60 years (inclusive).
Age,Age  >= 18 years.
Age,Age between 35 and 75 years.
Age,Age less than 18
Age,Age limits (see below)
Age,Age of at least 18 years and 75 years or less
Age,Age older then 18 years of age.
Age,Age over 18 years
Age,Age over 50 years
Age,Aged 55 to 75
Age,Ages 18 - 60 years old
Age,Ages 18-80
Age,Ages Eligible for Study: 1 Month to 18 Years
Age,Ages Eligible for Study: 1 Year and older
Age,Ages Eligible for Study: 1 Year to 18 Years
Age,Ages Eligible for Study: 10 Years and older
Age,Ages Eligible for Study: 11 Months to 14 Months
Age,Ages Eligible for Study: 11 Years to 16 Years
Age,Ages Eligible for Study: 11 Years to 18 Years
Age,Ages Eligible for Study: 12 Years and older
Age,Ages Eligible for Study: 12 Years to 70 Years
Age,Ages Eligible for Study: 13 Years and older
Age,Ages Eligible for Study: 13 Years to 17 Years
Age,Ages Eligible for Study: 13 Years to 18 Years
Age,Ages Eligible for Study: 15 Years to 18 Years
Age,Ages Eligible for Study: 15 Years to 45 Years
Age,Ages Eligible for Study: 16 Years and older
Age,Ages Eligible for Study: 16 Years to 70 Years
Age,Ages Eligible for Study: 18 Years and older
Age,Ages Eligible for Study: 18 Years to 24 Years
Age,Ages Eligible for Study: 18 Years to 25 Years
Age,Ages Eligible for Study: 18 Years to 26 Years
Age,Ages Eligible for Study: 18 Years to 35 Years
Age,Ages Eligible for Study: 18 Years to 40 Years
Age,Ages Eligible for Study: 18 Years to 45 Years
Age,Ages Eligible for Study: 18 Years to 50 Years
Age,Ages Eligible for Study: 18 Years to 55 Years
Age,Ages Eligible for Study: 18 Years to 60 Years
Age,Ages Eligible for Study: 18 Years to 65 Years
Age,Ages Eligible for Study: 18 Years to 70 Years
Age,Ages Eligible for Study: 18 Years to 75 Years
Age,Ages Eligible for Study: 18 Years to 76 Years
Age,Ages Eligible for Study: 18 Years to 80 Years
Age,Ages Eligible for Study: 18 Years to 85 Years
Age,Ages Eligible for Study: 18 Years to 90 Years
Age,Ages Eligible for Study: 18 Years to 95 Years
Age,Ages Eligible for Study: 19 Years and older
Age,Ages Eligible for Study: 19 Years to 39 Years
Age,Ages Eligible for Study: 19 Years to 50 Years
Age,Ages Eligible for Study: 19 Years to 90 Years
Age,Ages Eligible for Study: 2 Years to 10 Years
Age,Ages Eligible for Study: 20 Years and older
Age,Ages Eligible for Study: 20 Years to 30 Years
Age,Ages Eligible for Study: 20 Years to 60 Years
Age,Ages Eligible for Study: 20 Years to 64 Years
Age,Ages Eligible for Study: 20 Years to 80 Years
Age,Ages Eligible for Study: 21 Years and older
Age,Ages Eligible for Study: 21 Years to 50 Years
Age,Ages Eligible for Study: 21 Years to 60 Years
Age,Ages Eligible for Study: 21 Years to 75 Years
Age,Ages Eligible for Study: 21 Years to 89 Years
Age,Ages Eligible for Study: 25 Years to 65 Years
Age,Ages Eligible for Study: 28 Weeks to 33 Weeks
Age,Ages Eligible for Study: 3 Months to 12 Years
Age,Ages Eligible for Study: 3 Months to 18 Years
Age,Ages Eligible for Study: 3 Years and older
Age,Ages Eligible for Study: 30 Years and older
Age,Ages Eligible for Study: 30 Years to 70 Years
Age,Ages Eligible for Study: 35 Years to 75 Years
Age,Ages Eligible for Study: 4 Years to 9 Years
Age,Ages Eligible for Study: 40 Years and older
Age,Ages Eligible for Study: 40 Years to 80 Years
Age,Ages Eligible for Study: 45 Years and older
Age,Ages Eligible for Study: 45 Years to 60 Years
Age,Ages Eligible for Study: 5 Years to 65 Years
Age,Ages Eligible for Study: 50 Years and older
Age,Ages Eligible for Study: 50 Years to 80 Years
Age,Ages Eligible for Study: 55 Years and older
Age,Ages Eligible for Study: 55 Years to 75 Years
Age,Ages Eligible for Study: 55 Years to 85 Years
Age,Ages Eligible for Study: 6 Weeks to 14 Weeks
Age,Ages Eligible for Study: 6 Years to 13 Years
Age,Ages Eligible for Study: 6 Years to 18 Years
Age,Ages Eligible for Study: 6 Years to 20 Years
Age,Ages Eligible for Study: 6 Years to 25 Years
Age,Ages Eligible for Study: 60 Years and older
Age,Ages Eligible for Study: 60 Years to 80 Years
Age,Ages Eligible for Study: 60 Years to 85 Years
Age,Ages Eligible for Study: 60 Years to 89 Years
Age,Ages Eligible for Study: 65 Years and older
Age,Ages Eligible for Study: 75 Years and older
Age,Ages Eligible for Study: 9 Years to 15 Years
Age,Ages Eligible for Study: up to 21 Years
Age,Ages Eligible for Study: up to 24 Hours
Age,Ages Eligible for Study: up to 3 Months
Age,Ages Eligible for Study: up to 3 Years
Age,Ages Eligible for Study: up to 59 Months
Age,Ages Eligible for Study: up to 6 Years
Age,All patients must be aged 18 years and older.
Age,Are at least 13 years old 
Age,Are at least 16 years old 
Age,Are between the ages of 18 and 70 years of age  inclusive.
Age,Be 18 years of age or older.
Age,Be 18 years old or older.
Age,Be a male or female at least 18 years of age 
Age,Be at least 18 years of age
Age,Be between the ages of 18 and 45 years old  inclusive
Age,Between 18 and 55 years of age
Age,Boys and girls between the ages of 9-15.
Age,Children ten years and below (to be catered for in the child antimalarial efficacy studies mentioned above).
Age,Criteria for children 15 months to 12 years of age
Age,Exclusion Criteria: < 18 years of age
Age,Exclusion Criteria: Age <21 years*
Age,Exclusion Criteria: age > 75 years
Age,Exclusion Criteria: Age less than 18 years
Age,Exclusion Criteria: Individuals younger than 11 years and older than 18 years
Age,Exclusion Criteria: Patient is less than 18 years of age
Age,Exclusion Criteria: Patient less than 18 years of age
Age,For all: Age 15-18
Age,In addition  they must meet all of the following criteria: be at least 18 years of age
Age,Inclusion Criteria: 10 years or older
Age,Inclusion Criteria: 18 to 85 years of age
Age,Inclusion Criteria: 18 years of age and older
Age,Inclusion Criteria: 18 years to 75 years of age
Age,Inclusion Criteria: 18-65 years of age
Age,Inclusion Criteria: age <= 75 years
Age,Inclusion Criteria: Age > 1 year
Age,Inclusion Criteria: Age > 18
Age,Inclusion Criteria: age > 18 years
Age,Inclusion Criteria: Age > 60 years
Age,Inclusion Criteria: Age >= 18 years
Age,Inclusion Criteria: Age 1 to 5 years old
Age,Inclusion Criteria: Age 18-45 years
Age,Inclusion Criteria: Age 18-55 years inclusive at the time of screening
Age,Inclusion Criteria: Age 19 and older
Age,Inclusion Criteria: Age 21-89
Age,Inclusion Criteria: Age 40 to 80 years  inclusive.
Age,Inclusion Criteria: Age greater than 18
Age,Inclusion Criteria: Age greater than 18 and less than 90
Age,Inclusion Criteria: Age is 18 and older.
Age,Inclusion Criteria: Age over 18 years
Age,Inclusion Criteria: Age: 18-80 
Age,Inclusion Criteria: aged 65 years or older
Age,Inclusion Criteria: Ages 18 to 100
Age,Inclusion Criteria: Are aged 55-85 years  inclusive
Age,Inclusion Criteria: Boys and girls ages 9-15
Age,Inclusion Criteria: Children between 6 and 18 years
Age,Inclusion Criteria: Must be between 21 and 50 years of age
Age,Inclusion Criteria: patients >18 years old
Age,Inclusion Criteria: patients aged 75 years old or more
Age,Inclusion Criteria: Subject is between 18 and 55 years of age
Age,Patient greater than or equal to 18 years of age
Age,Patient must be > 18 years of age.
Age,Patients must be >=  18 years of age.
Age,Patients must be older than one year of age
Age,Patients who are younger than 18 years of age
Age,Subject is >=  18 years old.
Age,Subject may be of any age
Age,Subjects must be >= 18 years and <= 75 years of age.
Age,Subjects must be >=18 years and <=75 years of age.
Age,Subjects up to 65 years of age may be enrolled in Panels B and C
Age,Under 18 years of age
Age,Under the age of 19
Age,Exclusion Criteria: Under 18
Allergy,Had a history or presence of dermal hypersensitivity
Allergy,A known exaggerated pharmacological sensitivity or hypersensitivity to drugs similar to Exelon or to other cholinergic compounds  .  pilocarpine  bethanechol  tacrine  velnacrine  donepezil  metrifonate  or physostigmine)
Allergy,Exclusion Criteria: Hypersensitivity to the active ingredient or one of the components of the drug
Allergy,Exclusion Criteria: Sensitivity to immune globulin preparations or any benzodiazepine
Allergy,History of hypersensitivity or intolerability to either desloratadine or fexofenadine or other antihistamines.
Allergy,history of hypersensitivity to active or inactive excipients of tamoxifen and Zoladex
Allergy,History of hypersensitivity to bupropion or the nicotine transdermal patch (NTP)
Allergy,History of hypersensitivity to the investigational products or to drugs with similar chemical structures
Allergy,History of hypersensitivity to zolpidem  eszopiclone  or flurazepam.
Allergy,Hypersensitivity or idiosyncratic reaction to buspirone HCl
Allergy,Hypersensitivity to any component of ZYFLO CR
Allergy,Hypersensitivity to didanosine (ddI).
Allergy,Hypersensitivity to Irbesartan.
Allergy,Hypersensitivity towards any component of degarelix or mannitol
Allergy,hypersensitivity or idiosyncratic reaction to buspirone HCl.
Allergy,Known history of sensitivity to cyclogyl and/or proparacaine HCL 0.5%
Allergy,Known hypersensitivity to alfuzosin
Allergy,Known hypersensitivity to any study drug component.
Allergy,Known hypersensitivity to Argatroban or related compounds.
Allergy,Known hypersensitivity to AZT.
Allergy,Known hypersensitivity to estrogens  progestins  or other ingredients of Totelle
Allergy,Known hypersensitivity to IV or oral ganciclovir.
Allergy,Known hypersensitivity to murine or chimeric antibodies.
Allergy,Known hypersensitivity to the study drugs.
Allergy,No hypersensitivity to trastuzumab (Herceptin??)
Allergy,Patient has hypersensitivity to gabapentin.
Allergy,Patients who are sensitive or allergic to aspirin.
Allergy,Patients with the following are excluded: Allergy to benzodiazepines or a previously documented intolerance to zidovudine (AZT) therapy of = or < 600 mg/day.
Allergy,Polyene hypersensitivity 
Allergy,Subjects who have known hypersensitivity to HMG-CoA reductase inhibitors.
Allergy,Patients with the following conditions or symptoms are excluded: Allergy to benzodiazepines or a previously documented intolerance to zidovudine (AZT) therapy of = or < 600 mg/day.
Allergy,Intolerance to Losartan therapy
Allergy,Allergic to insulin
Allergy,Allergy against niacin oder other ingredient of niaspan
Allergy,Allergy to DHA (Omega 3) or Vitamin D
Allergy,Allergy to fluorescein
Allergy,Allergy to lactose.
Allergy,Allergy to trial required medications
Allergy,Are allergic to study drugs or any ingredient in them.
Allergy,Exclusion Criteria: allergy to dairy proteins
Allergy,Food allergies to the study food
Allergy,Have an allergy to soybean oil and/or eggs
Allergy,History of allergic disease or reactions likely to be exacerbated by any component of the vaccine.
Allergy,History of allergic reactions or anaphylaxis to immunizations or to any vaccine component
Allergy,History of allergic reactions to cabergoline or ergot derivatives
Allergy,History of allergic reactions to heparin
Allergy,History of allergic reactions to heparin  doxycycline  or other related drugs
Allergy,History of allergic reactions to heparin  propranolol  or other related drugs.
Allergy,history of allergies to lidocaine
Allergy,History of allergy to any of the proposed treatment or its alternatives  i.e
Allergy,History of allergy to vaccines components
Allergy,History of drug allergy of clinical significance in the opinion of the investigator.
Allergy,History of serious allergic reaction to any substance  requiring hospitalization or emergent medical care  
Allergy,History of serious allergic reactions to any substance  requiring hospitalization or emergent medical care
Allergy,History of serious allergic reactions to any substance  requiring hospitalization or emergent medical care or history of allergy to vaccines components
Allergy,Known allergies to aspirin  clopidogrel bisulphate (Plavix??) and ticlopidine (Ticlid??)  heparin  or stainless steel
Allergy,Known allergies to the same class of drug and/or allergies to eggs
Allergy,Known allergy to tetracycline.
Allergy,No history of allergic reaction attributed to compounds of similar chemical or biological composition to study drug
Allergy,Patient with known allergy to iodine  iodine containing drugs or contrast agent
Allergy,Patients must not have history of allergic reactions attributed to compounds of similar chemical or biologic composition to bortezomib  boron or mannitol.
Allergy,Patients with a history of allergic reaction to an intra-articular injection or avian products.
Allergy,Patients with known allergies to acetaminophen  lidocaine  hyaluronans  or avian products.
Allergy,Reported allergy to egg proteins  chicken proteins or any other constituent of the vaccine.
Allergy,Subject has a documented allergy to radiographic contrast that cannot be pre-treated.
Allergy,Subject has a documented allergy to the device materials.
Allergy,Subject has multiple and/or severe allergies to drugs or food
Allergy,Subjects who have a clinically significant history of food or drug allergy.
Allergy,You are allergic to amitriptyline or duloxetine.
Allergy,Known previous intolerance to zidovudine (AZT) at 500 mg/day.
Allergy,Subject has documented intolerance to BOTH heparin and Angiomax.
Allergy,History of grade 3 or worse intolerance to 500-600 mg/day AZT.
Allergy,Known intolerance or inefficacy to either drug.
Bedtime,Usual bedtime between 21:00 and 01:00
Bedtime,habitual bedtime between 9:00 pm and 1:00 am. 
Bedtime,reports habitual bedtime earlier than 9 pm or later than 1 am > 2 times per week 
Bedtime,regular sleep habits  including bedtime between 9 pm and midnight. 
Bedtime,self-report bedtimes that do not vary by > two hours on five nights per week 
Bedtime,sleep onset latency and / or bedtime resistance 
Bedtime,over the last three months for >= 5 nights per week  must have a normal bedtime of between 9 pm and 1 am and a time in bed of >= 7 hours 
Bedtime,patient's bedtime is between 9 pm and 1 am 
Bedtime,habitual bedtime should be determined by sleep history as between 9:00 pm and 12:00 am as determined by sleep history prior to randomization
Bedtime,have regular bedtime (within 1 hour) for 1 week prior to travel. 
Bedtime,usual bedtimes between 9:00 pm and midnight. 
Bedtime,patients who experience rls symptoms requiring treatment after 17:00 but prior to bedtime.
Bedtime,the subject has a history of the following sleep characteristics during the past three months or more at visit 1: bedtime between 22:00-00:00 h on >= five nights per week 
Bedtime,the patient has a habitual bedtime between 2100 and 2400. 
Bedtime,patient's usual bedtime is between 9 p. m 
Bedtime,their sleep schedule will include a typical bedtime of between 9:00 p. m
Capacity,Anticipated availability for blood draw 4-6 weeks following 3rd vaccine dose
Capacity,Ability to tolerate oral therapy.
Capacity,Are unable to take medications by mouth.
Capacity,Recent evidence of or history of significant psychiatric illness that may have compromised the subject's ability to comply with the study requirements
Capacity,Patients with tremors which cause them not to be able to remain motionless for approximately 30 seconds.
Capacity,Inability to communicate or cooperate with the investigator because of a language problem  poor mental status  or impaired cerebral status.
Capacity,Available for the duration of the study.
Capacity,Available to participate in follow-up for the duration of study (13 months)
Capacity,Available to start intervention within 6 weeks
Capacity,Available for 12 months of follow-up and able to complete study assessments as per clinician judgment
Capacity,Parent/legal representative able to attend all scheduled visits and comply with all trial procedures.
Capacity,Subject is unable to refrain from or anticipates the use of any medication (with the exception of metformin or sulfonylurea agents)  including prescription and nonprescription drugs or herbal remedies beginning approximately 2 weeks until the post-study v
Capacity,Are available for at least 8 weeks.
Capacity,Must be able to adhere to the study visit schedule and other protocol requirements
Capacity,Patients who are able to tolerate ICD programming as specifically prescribed in the study protocol
Capacity,Clinically significant disorder including excessive alcohol or drug abuse that may interfere with trial participation or influence the conclusion of the trial as judged by the investigator
Capacity,Mental incapacity or language barrier precluding adequate understanding or cooperation
Capacity,Adequate vision and hearing to participate in study assessments.
Capacity,Can communicate verbally or with assistive device
Capacity,Available to participate in follow-up for the duration of study (14 months)
Capacity,Any reason which  in the opinion of the medical subinvestigator  would prevent the subject from participating in the study
Capacity,Exclusion Criteria: can not answer a written questionaire
Capacity,Patients who are unable to complete quality of life questionnaires
Capacity,Patients who can perform the 50-foot walk test without the support of crutches or other assistive devices  except for canes
Capacity,Patients who cannot perform the 50-foot walk test without the support of crutches or other assistive devices  except for canes
Capacity,Able to follow 3-stage commands
Capacity,Able to recall 2/3 objects after 30 minutes
Capacity,Can swallow capsules
Capacity,Difficulty to swallow study medication.
Capacity,Patients will be excluded from this study for the following reasons: If they are unable to walk several blocks for whatever reason
Capacity,Capable of completing a 3-day food intake diary with instruction
Capacity,Difficulty to swallow study medication
Capacity,Must be able to swallow pills
Capacity,Able to understand the nature of the study and what will be required of them.
Capacity,Ability to walk 30 feet without assistance (cane and leg bracing is permitted).
Capacity,Exclusion Criteria: Patient not being able to walk
Capacity,Subjects must understand the dosing schedule.
Capacity,Able to perform 6 minute hall walk
Capacity,Able to self-administer study medication by subcutaneous injection or caregiver available to administer study medication.
Capacity,Able to take oral medications
Capacity,Exclusion Criteria: Patients who are unable to walk several blocks regardless of the reason will be excluded from all the trials  .  arthritis  stroke  claudication).
Capacity,Patients unable to or with any psychiatric illness that would prevent them to legally comprehend the details and nature of the study.
Capacity,Caregiver available to assist with the device every day (unless subject capable of using it independently
Capacity,Diaphragmatic weakness such that patients are unable to tolerate supine position  or swallowing impairment such that patients are unable to maintain nutrition without use of gastrostomy.
Capacity,Subject is unable to respond to external questions and stimuli and to exert a pressure with the contralateral hand.
Capacity,The participant must also be able to correctly rank the following three levels of pain from highest to lowest: 1) falling from a 2-story building and breaking both ankles  2) stubbing one's toe and 3) getting bitten by a mosquito.
Capacity,Unable to take oral medication reliably.
Capacity,Patient or family inability to understand or cooperate with study procedures
Capacity,Patient must be able to attend all required follow-up visits at the study center.
Capacity,You must be able to visit the doctor's office once a week for ten (10) weeks.
Capacity,Exclusion Criteria: Patients who are unable to walk several blocks for any reason.
Compliance,patients who  for whatever reason(eg  confusion  infirmity alcoholism) are unlikely to comply with trial requirements
Compliance,Ability to comply with the requirements of the entire study
Compliance,Intellectual  emotional  and physical ability to comply with oral medication.
Compliance,Capability of complying with study protocol.
Compliance,Patient must be able to comply with treatment regimen.
Compliance,Patients must be able to comply and understand the use of a diary
Compliance,Be able to comply with all study procedures
Compliance,Able to comply with all required study procedures and schedule
Compliance,The subject  in the opinion of the principal investigator  is unlikely to comply with the study protocol or is unsuitable for any other reason.
Compliance,Unlikely to comply with follow-up protocol
Compliance,Unlikely to comply with the study protocol and prescribed treatment or is unsuitable for any other reason in the opinion of the investigator
Compliance,Patient must complete the pre-treatment quality of life questionnaires.
Compliance,Will not engage in direct patient care until immunization scab falls off (around 21 days or 3 weeks after vaccination) if health care worker
Compliance,Subject cannot stop taking any of their current prescription or non-prescription medications during the study
Compliance,Inclusion Criteria: Adherence to prior or current HAART was or is being compromised  or HAART was discontinued/interrupted due to nausea/vomiting
Compliance,Inability to comply with study and follow-up procedures.
Compliance,Other condition that in the opinion of the PI would jeopardize the safety or rights of a participant in the trial or would render the participant unable to comply with the protocol
Consent,No serious medical or psychiatric illness preventing informed consent or intensive treatment  
Consent,Ability to provide written informed consent and/or assent.
Consent,Ability to voluntarily provide written informed consent prior to treatment.
Consent,Able to provide consent
Consent,Be able to give informed consent.
Consent,Be capable of reading and understanding patient information materials and giving written informed consent.
Consent,Capable of consent
Consent,Exclusion Criteria: Inability to give written informed consent.
Consent,Exclusion Criteria: Inability to provide informed consent
Consent,If they are unable to provide informed consent because of cognitive deficits
Consent,Inability to provide consent
Consent,Patient must be able to provide informed consent.
Consent,Patients must be able to provide informed consent
Consent,Patients must be able to provide informed consent within the one week after the procedure.
Consent,Patients who are able to give informed consent
Consent,Patients who are mentally incompetent and cannot sign a Patient Informed Consent form or comply with the study
Consent,Patients who are unable to provide consent.
Consent,Patients who are unable to provide informed consent.
Consent,Unable to provide consent
Consent,Women able to consent for themselves
Consent,Women unable to consent for themselves
Consent,Exclusion Criteria: Failure to provide an informed consent
Consent,Informed consent: Each patient must be completely aware of the nature of his/her disease process and must willingly give consent after being informed of the procedure to be followed  the experimental nature of the therapy  alternatives  potential benefits
Consent,Parent or guardian willing to provide informed consent
Consent,Parental non-consent
Consent,Patient or guardian available to give written informed consent.
Consent,Patients must have the following: Parent or guardian available to give written informed consent.
Consent,Patients must sign study-specific informed consent prior to study entry.
Consent,Unable to obtain or refusal to consent prior to surgery
Consent,(2) Ability and willingness to provide signed  witnessed informed consent.
Consent,Any reason which  in the opinion of the Medical Sub- Investigator  would prevent the subject from participating in the study.
Consent,Patients who in the judgment of the clinician are likely to violate the protocol regulations or unlikely to complete the study for any reason.
Consent,If under legal age  must have legal guardian who is able to give consent
Consent,Exclusion Criteria: unable to provide informed consent
Consent,Inability to provide informed consent signed.
Consent,Inability to provide informed consent.
Consent,Must be able to give written informed consent
Consent,Persons lacking consent capacity
Consent,Consent of parent or guardian if less than 18 years of age.
Consent,Consent of patient and parent or guardian if less than 18 years of age.
Consent,An informed consent obtained from the patient or his/her guardian and assent for children
Consent,Consent of patient and/or care giver (in the case of children)
Consent,Subject (or legal representative) understands the nature of the procedure and provides informed consent  prior to enrollment in the study.
Consent,Evidence of signed and dated informed consent document (by the patient or a legal guardian) indicating that the patient and/or the legal guardian has been informed of all pertinent aspects of the trial.
Consent,Meets the eligibility requirements for registration  .  within certain time windows from annual visits  having signed informed consent for Respiratory Ancillary Study [RAS]  at a site which has concurrent Institutional Review Board [IRB] approval for RAS)
Consent,Signed ICF
Consent,Signed  informed parental consent if patient is less than 18.
Consent,Written informed consent will be obtained from each subject and/ or parent or guardian of the subject before the blood-sampling visit of each year
Consent,Absence of informed consent 
